ref_img_paths	test_img_path	ref_device_id	test_device_id	is_query_in_reference	is_same_device
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_044.JPG	128	128	False	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_035.JPG	128	128	True	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picFG_018.JPG	128	128	False	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_022.JPG	128	128	True	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picFG_023.JPG	128	128	True	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_043.JPG	128	128	False	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_042.JPG	128	128	False	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_015.JPG	128	128	True	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_049.JPG	128	128	True	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_016.JPG	128	128	True	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_025.JPG	128	128	True	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picBG_032.JPG	128	128	False	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picFG_021.JPG	128	128	False	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picFG_030.JPG	128	128	False	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_128_picFG_014.JPG	128	128	False	True
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_167_picFG_019.jpg	128	167	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_104_picBG_037.jpg	128	104	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_172_picBG_044.JPG	128	172	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_120_picFG_037.jpg	128	120	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_121_picBG_025.jpg	128	121	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_111_picFG_039.jpg	128	111	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_177_picFG_036.JPG	128	177	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_142_picFG_010.jpg	128	142	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_190_picFG_025.jpg	128	190	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_103_picBG_047.jpg	128	103	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_108_picBG_045.jpg	128	108	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_114_picBG_028.jpg	128	114	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_176_picFG_020.JPG	128	176	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_177_picBG_004.JPG	128	177	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_129_picBG_025.jpg	128	129	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_170_picFG_007.JPG	128	170	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_114_picBG_050.jpg	128	114	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_176_picBG_034.JPG	128	176	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_112_picBG_007.jpg	128	112	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_129_picFG_001.jpg	128	129	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_146_picBG_030.JPG	128	146	False	False
../../Dataset/Eurecom_128_picBG_016.JPG,../../Dataset/Eurecom_128_picFG_025.JPG,../../Dataset/Eurecom_128_picBG_015.JPG,../../Dataset/Eurecom_128_picFG_023.JPG,../../Dataset/Eurecom_128_picFG_001.JPG,../../Dataset/Eurecom_128_picBG_035.JPG,../../Dataset/Eurecom_128_picBG_025.JPG,../../Dataset/Eurecom_128_picBG_022.JPG,../../Dataset/Eurecom_128_picBG_049.JPG,../../Dataset/Eurecom_128_picFG_032.JPG	../../Dataset/Eurecom_102_picFG_026.jpg	128	102	False	False
